Annee;Appareil;Commandes;Impressions;Clics;Cout;PM;CA;Reseaurechercher;Mois
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;4947;99;39;2;0;49,55 %;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
